DOY,Climatology
345,28.498735449999998
346,28.480122599999998
347,28.45579695
348,28.43496025
349,28.402477649999998
350,28.3694116
351,28.342188600000004
352,28.32496185
353,28.3026329
354,28.2795389
355,28.248474199999997
356,28.21249765
357,28.1769727
358,28.136431249999998
359,28.10414665
360,28.0787846
361,28.0547566
362,28.03280165
363,28.013966449999998
364,27.99255075
365,27.972173249999997
