DOY,Climatology
291,29.585701399999998
292,29.5858224
293,29.566413949999998
294,29.528013950000002
295,29.4803961
296,29.444591000000003
297,29.39859265
298,29.375903899999997
299,29.34387395
300,29.30634675
301,29.2683161
302,29.234554350000003
303,29.205387050000002
304,29.179139900000003
305,29.152148599999997
306,29.127441899999997
307,29.10458605
308,29.0780124
309,29.039266450000003
310,28.9989464
311,28.96149835
312,28.917275699999998
313,28.862763649999998
314,28.79847155
315,28.74522505
316,28.70563585
317,28.661487299999997
318,28.62991065
319,28.60410565
320,28.58232235
321,28.56236695
322,28.527585249999998
323,28.483360700000002
324,28.43789585
325,28.38622555
326,28.322206
327,28.245858700000003
328,28.17170595
329,28.096576
330,28.02543725
331,27.96821425
332,27.92540945
333,27.8842671
334,27.8422897
335,27.788203
336,27.740457600000003
337,27.69368475
338,27.64603115
339,27.602909649999997
340,27.561367100000002
341,27.517715399999997
342,27.47365855
343,27.41842325
344,27.36869145
345,27.3179551
346,27.2661561
347,27.212770499999998
348,27.1607366
349,27.103554850000002
350,27.0524654
351,26.996022699999997
352,26.93845235
353,26.879710699999997
354,26.808312
355,26.7271414
356,26.6478459
357,26.58229955
358,26.5263953
359,26.48022255
360,26.43713285
361,26.40002015
362,26.3673346
363,26.3330676
364,26.297441099999997
365,26.2680343
